"","Start_year","End_year","Region","Trend","Trend_Q0.025","Trend_Q0.05","Trend_Q0.25","Trend_Q0.75","Trend_Q0.95","Trend_Q0.975","Percent_Change","Percent_Change_Q0.025","Percent_Change_Q0.05","Percent_Change_Q0.25","Percent_Change_Q0.75","Percent_Change_Q0.95","Percent_Change_Q0.975","Slope_Trend","Slope_Trend_Q0.025","Slope_Trend_Q0.05","Slope_Trend_Q0.25","Slope_Trend_Q0.75","Slope_Trend_Q0.95","Slope_Trend_Q0.975"
"1",2002,2012,"Continental",-0.107742148736034,-3.20177871412408,-2.64722454998714,-1.14292515930073,0.970477033474776,2.6504093758789,3.185540310302,0.989277872993328,-27.777291699588,-23.5313585981364,-10.8589887844502,10.1397485944045,29.8993138759983,36.832236764631,-0.482245892443967,-3.03854644711032,-2.58787953346001,-1.3190764173251,0.340178840757094,1.54930113283869,1.96971228076813
"2",2002,2012,"CA-AB-6",-2.1750190971548,-10.1330981016656,-8.65974867218482,-4.57519525166539,-0.0937285902490786,3.35958961740352,4.76887053657593,-19.7402656372131,-65.6443871572373,-59.5776065035308,-37.3944550106294,-0.933342495220235,39.1578669621938,59.3391956090832,-2.49023257032617,-9.24884937395718,-8.02726234067087,-4.55353737173114,-0.707576330636217,1.77019474895307,2.65354505738872
"3",2002,2012,"CA-MB-6",0.147055049818312,-5.13499199457555,-4.12179786943395,-1.50695306743103,2.01926720005681,5.59213968002972,7.03278673107412,1.4803201592628,-40.9716726111401,-34.3554285832722,-14.0876240335596,22.1298987050667,72.3121508894017,97.318738240522,-0.0731839201122075,-4.5583818005882,-3.78548746666017,-1.51109344016763,1.49488446041749,4.30547980262237,5.4106039496613
"4",2002,2012,"CA-MB-8",-0.593439282417857,-7.51196598920885,-6.07465825027177,-2.55715984556427,1.43311897701954,5.66883430957478,7.61430937341981,-5.77839827506454,-54.2010544724325,-46.5647507436012,-22.8209660844293,15.291635171114,73.5678037532427,108.305256361328,-1.04659037531137,-7.44252065885949,-6.18756071464233,-2.83373129264589,0.597655917760725,3.53780160065191,4.65766177940483
"5",2002,2012,"CA-NB-14",-1.86838887906518,-7.53576859888769,-6.48053754984599,-3.56202947281548,-0.368349021951137,1.7338449028745,2.46034624380887,-17.1887593025359,-54.3187856612091,-48.8294578011503,-30.4206089342039,-3.62302964947098,18.7557328953342,27.5140945872346,-1.28804057324525,-5.65272220587111,-4.89121980190649,-2.67690577048994,0.0435993933862067,1.97783107792224,2.69885238354305
"6",2002,2012,"CA-NSPE-14",-12.8698844411495,-21.5988715831643,-20.1305366864901,-15.8606718819754,-9.97828320332335,-5.8145570844616,-4.52985238125841,-74.7836107204579,-91.2254847161925,-89.4365042486791,-82.2175991024663,-65.0479292537105,-45.0664272667445,-37.0963361461233,-7.98610013594874,-14.7598822937089,-13.6178684723722,-10.2572763583119,-5.70138244727439,-2.35818378085319,-1.26452845035721
"7",2002,2012,"CA-ON-12",1.57656661736421,-2.38539457803892,-1.83005626954566,0.0642046167032784,3.36918682132589,6.43827507767731,7.58643363886919,16.9325153185246,-21.4496668779862,-16.8647091164638,0.643904367411885,39.2871326209011,86.6286344654851,107.766304204562,1.11519774656448,-2.47204126984139,-1.91045293915265,-0.215047851126929,2.67159428911934,5.29868528493911,6.18737746153678
"8",2002,2012,"CA-ON-13",0.148706037369428,-6.41075416041295,-4.96507828019415,-1.72831340503632,2.24779309977742,6.33067346096866,8.03832627729234,1.49705104157938,-48.446343133846,-39.9058476408654,-15.9990694234896,24.8933833080518,84.750509836377,116.659868420101,0.3570613654026,-4.61751201240628,-3.68236560141392,-1.23648548694959,2.24659563037709,5.87310801245795,7.2587623801875
"9",2002,2012,"CA-ON-8",0.734925313744594,-7.42244031335364,-5.91543011680725,-1.89383564340933,4.02986467451281,10.1299493485163,12.3994099332872,7.59713019472201,-53.7557981207528,-45.6519409737103,-17.4032488512602,48.4500456517345,162.454724520385,221.840217590518,-1.96564639896553,-9.56451206092219,-8.14915805644975,-4.29644945011119,0.0484091575757017,3.12386429579999,4.26479820606614
"10",2002,2012,"CA-QC-12",-1.76796130893319,-8.89094133641916,-7.74402693780308,-4.18850985666561,0.51970099443237,3.85580167818757,4.93342218924233,-16.3373579968953,-60.589168701875,-55.3373035698902,-34.8107555372118,5.3202498826264,45.9847951059559,61.8595643951418,2.81260750207745,-1.91847972072001,-1.21567612042613,1.05730732621463,4.68593394028441,7.60539602154795,8.5550031895741
"11",2002,2012,"CA-QC-13",-0.499024952089333,-7.32545712058055,-5.94297747868065,-2.40724077041382,1.50002107132771,5.56183443943775,7.45380094254118,-4.87966615637244,-53.2690583421595,-45.8108590506653,-21.625285926696,16.0543234321464,71.8182483773749,105.219121066377,-0.670753011443453,-6.3578065221628,-5.20683966176442,-2.30613660896325,1.07132764719108,4.16414742819671,5.35229342621328
"12",2002,2012,"CA-QC-14",-1.15871442195751,-7.82444341861562,-6.49982305166388,-3.08384760912485,0.547523646322684,3.55488300420719,4.72136768700109,-11.0012607851417,-55.725089779262,-48.9348834133672,-26.892549062887,5.61212707926988,41.8096624915804,58.6182140816651,-1.05406444952479,-6.6563647867084,-5.59810613491295,-2.70771998098763,0.480458300156716,3.02304619534062,3.99538434667572
