"","Start_year","End_year","Region","Region_alt","Region_type","Strata_included","Strata_excluded","Trend","Trend_Q0.025","Trend_Q0.05","Trend_Q0.25","Trend_Q0.75","Trend_Q0.95","Trend_Q0.975","Percent_Change","Percent_Change_Q0.025","Percent_Change_Q0.05","Percent_Change_Q0.25","Percent_Change_Q0.75","Percent_Change_Q0.95","Percent_Change_Q0.975"
"11",2002,2012,"NB","New Brunswick","prov_state","CA-NB-14","",-1.86838887906518,-7.53576859888769,-6.48053754984599,-3.56202947281548,-0.368349021951137,1.7338449028745,2.46034624380887,0.828112406974641,-54.3187856612091,-48.8294578011503,-30.4206089342039,-3.62302964947098,18.7557328953342,27.5140945872346
"12",2002,2012,"NC","NORTH CAROLINA","prov_state","US-NC-27 ; US-NC-28 ; US-NC-29","",-0.213234932039136,-4.7756190426731,-3.95853827111933,-1.67832398854457,1.34541201960076,4.05592726605717,5.08281465995066,0.978879958783463,-38.6970207858536,-33.2290411310803,-15.5707891083624,14.2986040939482,48.8223769520997,64.1787592705112
"13",2002,2012,"NH","NEW HAMPSHIRE","prov_state","US-NH-14 ; US-NH-30","",-1.50156243705646,-7.10639369570194,-6.06742748853762,-3.22069979310851,0.0907276848811811,2.59805251381789,3.63786911089266,0.859594078951127,-52.1526121303955,-46.5235998480333,-27.9183408015625,0.910990038042825,29.2382807649686,42.9501940407451
"14",2002,2012,"NSPE",NA,"prov_state","CA-NSPE-14","",-12.8698844411495,-21.5988715831643,-20.1305366864901,-15.8606718819754,-9.97828320332335,-5.8145570844616,-4.52985238125841,0.252163892795421,-91.2254847161925,-89.4365042486791,-82.2175991024663,-65.0479292537105,-45.0664272667445,-37.0963361461233
"15",2002,2012,"NY","NEW YORK","prov_state","US-NY-13 ; US-NY-14 ; US-NY-28 ; US-NY-30","",2.61350944951196,-2.26681035438474,-1.54408409030522,0.804988448247274,4.65078811144471,7.88240000824476,9.07484125126439,1.29433117083079,-20.490187666325,-14.4109577198288,8.34783605537575,57.5524035703292,113.553156129492,138.366871295309
"16",2002,2012,"ON","Ontario","prov_state","CA-ON-12 ; CA-ON-13 ; CA-ON-8","",0.987585560518822,-5.49359948914252,-4.23001118498597,-1.05272328669844,3.47957803167731,7.74570189458872,9.25033783014102,1.10326512721821,-43.1654764011918,-35.0925769343154,-10.0422761850149,40.7817926254734,110.862594874784,142.229976067611
"17",2002,2012,"PA","PENNSYLVANIA","prov_state","US-PA-13 ; US-PA-28 ; US-PA-29","",-1.52492976883193,-5.7900187837891,-5.0256813152162,-2.85689397521436,-0.259422175935478,1.56642989509121,2.20197762795441,0.857556991837304,-44.923140063726,-40.2879656444296,-25.1623996226768,-2.56414537934309,16.8158762218406,24.3348846068093
"18",2002,2012,"QC","Quebec","prov_state","CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-QC-3 ; CA-QC-8","CA-QC-8",-1.62787214371924,-7.1619744981345,-6.32668747381325,-3.52427157140514,0.202056845523274,2.83601091518516,3.7208359227643,0.848634446027841,-52.4381264610448,-47.9813852595571,-30.1477075720921,2.03903993493764,32.2672173590587,44.0987066946056
"19",2002,2012,"SK","Saskatchewan","prov_state","CA-SK-11 ; CA-SK-6 ; CA-SK-8","",-0.137243157246536,-9.72377687237827,-7.27298789586061,-2.42717776457103,2.42367328862328,9.09856252027731,12.6207296715839,0.986360135400211,-64.0471093423435,-53.0038090495555,-21.7852486812895,27.0584262149439,138.885776833084,228.233851017672
"20",2002,2012,"VT","VERMONT","prov_state","US-VT-13 ; US-VT-14","",-4.94647832153224,-18.5564513516003,-16.135940068497,-9.129349205189,-1.74828063696338,1.89023927653208,3.26219028930463,0.602118704627537,-87.1599449832998,-82.7908732699742,-61.6083847272909,-16.1695898802763,20.5940335797069,37.8520811947639
"21",2002,2012,"WI","WISCONSIN","prov_state","US-WI-12 ; US-WI-22 ; US-WI-23","",-0.905623060013089,-5.59105837480074,-4.68559217046261,-2.35836393384258,0.501267459119337,2.74787029219929,3.61662350104137,0.91304065098805,-43.7488648855437,-38.1149793256116,-21.2318804255245,5.12727046212225,31.1379190945885,42.6574184249973
"22",2002,2012,"WV","WEST VIRGINIA","prov_state","US-WV-28","",0.648341953986931,-5.96784521053566,-4.49583527922972,-1.29637660073448,2.94687033506685,7.58070072730823,9.42207468309984,1.06675883568806,-45.9539594452551,-36.8718436514631,-12.2330596482585,33.7000232426675,107.655621714064,146.064776464581
"23",2002,2012,"6","BCR_6","bcr","CA-AB-6 ; CA-BC-6 ; CA-MB-6 ; CA-NT-6 ; CA-SK-6 ; CA-YT-6","",-0.83034135373844,-5.29244986606421,-4.53107430987159,-2.28185457434674,0.604267240619938,2.98234827077831,3.91158720716509,0.920000755552436,-41.9441448791754,-37.1043868578932,-20.6124937535323,6.20966081134877,34.1615006050763,46.7708419138861
"24",2002,2012,"8","BCR_8","bcr","CA-AB-8 ; CA-MB-8 ; CA-NL-8 ; CA-ON-8 ; CA-QC-8 ; CA-SK-8","CA-QC-8",0.445715933037227,-6.16649860143949,-4.96365445233388,-1.68418880714513,2.92262862309571,7.23593753268393,8.77007171196347,1.04547628515545,-47.084948439297,-39.8968432541358,-15.6211370014282,33.3855226267887,101.096046518981,131.789708135568
"25",2002,2012,"28","BCR_28","bcr","US-AL-28 ; US-CT-28 ; US-GA-28 ; US-KY-28 ; US-MA-28 ; US-MD-28 ; US-NC-28 ; US-NJ-28 ; US-NY-28 ; US-OH-28 ; US-PA-28 ; US-SC-28 ; US-TN-28 ; US-VA-28 ; US-WV-28","",-0.75550655021237,-3.68214893765217,-3.16934088400989,-1.70983236188302,0.235345426430222,1.71252579888724,2.23637833154567,0.926966830422747,-31.2824218053597,-27.5349025371537,-15.8409628889788,2.37853570181183,18.5071057654592,24.7540244748016
"26",2002,2012,"14","BCR_14","bcr","US-CT-14 ; US-MA-14 ; US-ME-14 ; CA-NB-14 ; US-NH-14 ; CA-NSPE-14 ; US-NY-14 ; CA-QC-14 ; US-VT-14","",-2.6828015991164,-5.6122528757552,-5.12094563613919,-3.66845496855214,-1.71652038852936,-0.351247926381323,0.0755047734762828,0.761896499591547,-43.8750194255065,-40.8842130368845,-31.1846601780675,-15.8982103129796,-3.45747716827538,0.757618396497373
"27",2002,2012,"30","BCR_30","bcr","US-CT-30 ; US-DE-30 ; US-MA-30 ; US-MD-30 ; US-ME-30 ; US-NH-30 ; US-NJ-30 ; US-NY-30 ; US-RI-30 ; US-VA-30","",-2.76771377164962,-23.7714955535334,-19.0009870481494,-7.12177182984288,0.00452753661729366,4.55290854576942,6.56498471260812,0.75527476558968,-93.3751812805805,-87.8438157142812,-52.2317623957769,0.045284778669874,56.0850073643029,88.8622980360305
"28",2002,2012,"12","BCR_12","bcr","CA-MB-12 ; US-MI-12 ; US-MN-12 ; CA-ON-12 ; CA-QC-12 ; US-WI-12","",0.781805360863719,-2.20608990616948,-1.75491181283997,-0.258445921257819,1.87430207393535,3.54345538545683,4.09172074282116,1.08098915890626,-19.9948196108036,-16.2261512624913,-2.55460799846904,20.4055385909764,41.6532487250332,49.3350938987816
"29",2002,2012,"13","BCR_13","bcr","US-NY-13 ; US-OH-13 ; CA-ON-13 ; US-PA-13 ; CA-QC-13 ; US-VT-13","",-0.427464436656172,-5.10016171286706,-4.24233735232544,-1.88971754519096,1.07217579524441,3.54673069786426,4.52754124209253,0.958066519552936,-40.7545880125152,-35.1760683183823,-17.3685715827448,11.2541318696358,41.6980630949043,55.7067170340845
