"","Start_year","End_year","Region","Trend","Trend_Q0.025","Trend_Q0.05","Trend_Q0.25","Trend_Q0.75","Trend_Q0.95","Trend_Q0.975","Percent_Change","Percent_Change_Q0.025","Percent_Change_Q0.05","Percent_Change_Q0.25","Percent_Change_Q0.75","Percent_Change_Q0.95","Percent_Change_Q0.975","Slope_Trend","Slope_Trend_Q0.025","Slope_Trend_Q0.05","Slope_Trend_Q0.25","Slope_Trend_Q0.75","Slope_Trend_Q0.95","Slope_Trend_Q0.975"
"13",2002,2012,"CA-QC-8",0.0851612868247198,-8.23600559485311,-6.28702223346627,-2.09820021904953,2.66463616484824,9.27546763109107,12.8244123430901,0.854883899573,-57.6627058666021,-47.7606962231945,-19.1077794131033,30.0794595609975,142.787734545222,234.218742910968,0.231559228427236,-6.00271315960831,-4.73228215606848,-1.65584142745285,2.58487528468261,8.2052397577838,11.0587129647854
"14",2002,2012,"CA-SK-6",-0.0671336934615907,-9.98296371134813,-7.54761947930589,-2.44124866334799,2.57336584239093,9.39037974102796,12.8539767347977,-0.669312441314762,-65.0660976532032,-54.3773001420048,-21.897968200826,28.9276500765021,145.35296145299,235.095560737392,-0.0927535853529615,-7.41755508622136,-5.89590744344896,-2.07493591768508,2.19959072137268,7.27342446519891,9.76512955152123
"15",2002,2012,"US-CT-30",-2.85743090269013,-25.62746129364,-20.4171057450029,-7.62938476322318,-0.0155582110054842,4.62503989385687,6.82816127980855,-25.1665359349909,-94.8224289912583,-89.8094562286633,-54.7791873539828,-0.155473169463027,57.1651923132776,93.5786844390705,-2.46863773119051,-19.1495265930398,-15.3091654518001,-6.14229335142651,-0.091361918200078,3.57975077155951,5.30950420627431
"16",2002,2012,"US-MA-14",-1.88227198591703,-11.4409742674485,-9.35427897607076,-4.33663152754807,0.248342727499645,4.19075794939529,6.04529023832266,-17.3058413832558,-70.3292652097388,-62.5481669829566,-35.8115789261396,2.51136522754154,50.762029162978,79.8514134514371,-2.45555327831355,-11.6359010087887,-9.77732907982397,-4.91175874351785,-0.559935809060241,1.9687766812286,2.94525320599704
"17",2002,2012,"US-MD-28",-0.126158809432603,-6.06317878818176,-4.88421404704011,-1.91233899154994,1.87849190274202,6.00137696984265,7.76094155805073,-1.25444991621215,-46.4994068110187,-39.3925504229964,-17.5588986404274,20.4550674672153,79.1080346618216,111.16103097889,-0.259547290437567,-5.4191520649493,-4.41466791835269,-1.833491275429,1.4659854236456,4.65205200685301,5.92662489364662
"18",2002,2012,"US-ME-14",-2.76923657961056,-8.21793779683048,-7.30278243366315,-4.5215763962849,-1.24966626835439,0.865878204682138,1.53892941268225,-24.4843513466764,-57.5792723183366,-53.1545965040463,-37.0417859542115,-11.8168272577605,9.00407689057889,16.4999665907905,-2.92440516211949,-7.81926234972911,-7.01326996159332,-4.5374168815858,-1.55849449067365,0.200780646070786,0.722479916885574
"19",2002,2012,"US-MI-12",-1.28309873389821,-7.01997732355362,-5.95295793706624,-2.98994146647203,0.307719464319967,3.00143485771656,4.05517933493675,-12.1149217804714,-51.7056330310131,-45.8683321751848,-26.1810835215418,3.1201574846061,34.4103608030909,48.8116802982015,-1.45514832999464,-6.56248944353883,-5.64843347814396,-2.98871427730876,-0.0417752776170954,2.0542617129348,2.8638004509791
"20",2002,2012,"US-MN-12",2.70348216691401,-1.42533776690121,-0.821797030972828,1.09232117144493,4.53059363780247,7.53013999519935,8.54408162004402,30.5724900485525,-13.3730594714252,-7.92062779413941,11.4760789910706,55.7521921817669,106.681741576398,127.018623245607,1.9767782389197,-1.53485149364864,-1.00968980328059,0.643151677921022,3.43928827206161,5.77274041243574,6.54898230409229
"21",2002,2012,"US-NC-28",-0.20966944978193,-4.81994117074113,-4.01155700699463,-1.68918988111483,1.38134431301393,4.13381005831345,5.03502254737297,-2.07702212585987,-38.9817582887827,-33.5967292548109,-15.6640485200964,14.7045001066574,49.9400282032964,63.4335935615447,-0.302552197280753,-4.46905653721386,-3.74672679058055,-1.65505869238265,1.10807524311446,3.49270072455973,4.34928323216533
"22",2002,2012,"US-NH-14",-1.51225176290902,-7.13688854257017,-6.15519141022338,-3.24971845921169,0.0589612677991402,2.54378089174053,3.46801394388689,-14.1338320846197,-52.3094523206877,-47.0211498126609,-28.1341817404764,0.59117953503951,28.556269889926,40.6245449048788,-1.75583144384404,-6.88260053172463,-5.95074726618827,-3.32857741417106,-0.369757394701625,1.63904491183101,2.34182066578739
"23",2002,2012,"US-NY-13",-1.40116913836077,-14.1692416826096,-10.8682421613641,-4.14243891631719,0.904533781127992,6.10228891047768,8.85675212564732,-13.1604322146608,-78.3015108404542,-68.3535705859792,-34.4966139463205,9.42254241234384,80.8204431420554,133.643511623087,-1.47171982039563,-11.140831587724,-8.9333753494081,-3.8346704660041,0.525347888048927,4.27955043594415,5.94631347425469
"24",2002,2012,"US-NY-14",5.69285751260699,-1.21080185846043,-0.329176557281041,2.89682981848083,8.88841839863574,14.2019602616573,16.1144285172818,73.9628029307214,-11.4691562291501,-3.24343030643374,33.0515525381513,134.324067494032,277.342381447975,345.514548265343,6.20492051598249,-0.249254633872679,0.438194044726358,3.55314422326261,9.14525009459363,13.7193818561675,15.3829489741873
"25",2002,2012,"US-NY-28",-1.38602996060192,-8.59214777365959,-7.0743375283534,-3.40953160293186,0.400172581462405,3.31537868707103,4.43347246296554,-13.0270038276153,-59.2774423364929,-51.9872408139798,-29.3124839288632,4.0745624069078,38.5637789133526,54.3111072651889,-0.903926938360966,-6.16606597619722,-5.14259742666604,-2.49130822835445,0.686287283421966,3.26307221043958,4.21796585279141
"26",2002,2012,"US-PA-28",-1.56369463691988,-5.80053549624885,-5.04519130096047,-2.88911328555056,-0.280041895634317,1.55602230386442,2.19374398871408,-14.58128212524,-44.9845916669705,-40.410515022206,-25.4102422605504,-2.76539064352931,16.6962292283862,24.2347537147572,-1.41676830401652,-5.25447477371798,-4.54156362600147,-2.63209519923387,-0.274088030586411,1.39760661106039,1.976173941094
"27",2002,2012,"US-VT-14",-5.01999338717006,-19.2857055091856,-16.3883331390907,-9.28755441791947,-1.82048815891728,1.91514490291345,3.13944945448156,-40.2521950099016,-88.2644202157916,-83.3018324270824,-62.2715678113321,-16.7836459580161,20.8891330123266,36.2222623813329,-4.31932154668548,-14.8725222817501,-12.8305928643936,-7.47453411070225,-1.77023961861656,1.24285009785981,2.20214577626669
"28",2002,2012,"US-WI-12",-0.918251099063522,-5.58252037011321,-4.74990087255833,-2.36772781682344,0.522982055663934,2.69186274349619,3.51254382182201,-8.81222110253066,-43.6979727811763,-38.5312525971165,-21.3073868707053,5.35463246225962,30.4248412866882,41.2309288056488,-0.79213121160695,-4.72629512583934,-4.04918900919626,-2.05224043795225,0.440106128406437,2.43805018568605,3.08173519419832
"29",2002,2012,"US-WV-28",0.71596807171127,-5.98466033783559,-4.41892641076894,-1.24406287464981,3.08008253090419,7.84366320871266,9.72210974641389,7.39481516900875,-46.0505285448352,-36.3616306087672,-11.7667766659351,35.4401967457031,112.7875992153,152.89573100274,1.07985017479565,-3.90130298258317,-3.01775747695193,-0.650824137205844,3.30599319925799,7.7105125256634,9.44283807588488
